Id,Year,State,Countym,Industry,Suspicious Activity,Count,Lat,Long
2907,2016,California,Sacramento County, Card Club,Other Other Suspicious Activities,3,38.450016,-121.340441
2908,2016,California,Sacramento County, Card Club,Other Structuring,1,38.450016,-121.340441
2909,2016,California,Sacramento County, Card Club,Provided Questionable or False Documentation,1,38.450016,-121.340441
2910,2016,California,Sacramento County, Card Club,Refused or Avoided Request for Documentation,4,38.450016,-121.340441
2911,2016,California,Sacramento County, Card Club,Suspicious Exchange of Currencies,1,38.450016,-121.340441
2912,2016,California,Sacramento County, Card Club,Transaction(s) Below CTR Threshold,2,38.450016,-121.340441
2913,2016,California,Sacramento County, State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,4,38.450016,-121.340441
2914,2016,California,Sacramento County, State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,2,38.450016,-121.340441
2915,2016,California,Sacramento County, State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,4,38.450016,-121.340441
2916,2016,California,Sacramento County, State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,1,38.450016,-121.340441
2917,2016,California,Sacramento County, State Licensed Casino,Other Casinos,4,38.450016,-121.340441
2918,2016,California,Sacramento County, State Licensed Casino,Other Other Suspicious Activities,23,38.450016,-121.340441
2919,2016,California,Sacramento County, State Licensed Casino,Other Structuring,2,38.450016,-121.340441
2920,2016,California,Sacramento County, State Licensed Casino,Refused or Avoided Request for Documentation,11,38.450016,-121.340441
2921,2016,California,Sacramento County, State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),4,38.450016,-121.340441
2922,2016,California,Sacramento County, State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,4,38.450016,-121.340441
2923,2016,California,Sacramento County, State Licensed Casino,Transaction(s) Below CTR Threshold,4,38.450016,-121.340441
2924,2017,California,Sacramento County, Card Club,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,26,38.450016,-121.340441
2925,2017,California,Sacramento County, Card Club,Alters or Cancels Transaction to Avoid CTR Requirement,28,38.450016,-121.340441
2926,2017,California,Sacramento County, Card Club,Credit/Debit Card,1,38.450016,-121.340441
2927,2017,California,Sacramento County, Card Club,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,8,38.450016,-121.340441
2928,2017,California,Sacramento County, Card Club,Exchanges Small Bills for Large Bills or Vice Versa,3,38.450016,-121.340441
2929,2017,California,Sacramento County, Card Club,Other Casinos,13,38.450016,-121.340441
2930,2017,California,Sacramento County, Card Club,Other Identification Documentation,2,38.450016,-121.340441
2931,2017,California,Sacramento County, Card Club,Other Other Suspicious Activities,1,38.450016,-121.340441
2932,2017,California,Sacramento County, Card Club,Other Structuring,12,38.450016,-121.340441
2933,2017,California,Sacramento County, Card Club,Provided Questionable or False Documentation,1,38.450016,-121.340441
2934,2017,California,Sacramento County, Card Club,Refused or Avoided Request for Documentation,28,38.450016,-121.340441
2935,2017,California,Sacramento County, Card Club,Suspicious Exchange of Currencies,1,38.450016,-121.340441
2936,2017,California,Sacramento County, Card Club,Suspicious Use of Third-Party Transactors (Straw-Man),1,38.450016,-121.340441
2937,2017,California,Sacramento County, Card Club,Transaction(s) Below BSA Recordkeeping Threshold,5,38.450016,-121.340441
2938,2017,California,Sacramento County, Card Club,Transaction(s) Below CTR Threshold,25,38.450016,-121.340441
2939,2017,California,Sacramento County, Card Club,Two or More Individuals Working Together,1,38.450016,-121.340441
2940,2017,California,Sacramento County, State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,3,38.450016,-121.340441
2941,2017,California,Sacramento County, State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,4,38.450016,-121.340441
2942,2017,California,Sacramento County, State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,10,38.450016,-121.340441
2943,2017,California,Sacramento County, State Licensed Casino,Minimal Gaming with Large Transactions,1,38.450016,-121.340441
2944,2017,California,Sacramento County, State Licensed Casino,Other Casinos,20,38.450016,-121.340441
2945,2017,California,Sacramento County, State Licensed Casino,Other Structuring,1,38.450016,-121.340441
2946,2017,California,Sacramento County, State Licensed Casino,Refused or Avoided Request for Documentation,19,38.450016,-121.340441
2947,2017,California,Sacramento County, State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,1,38.450016,-121.340441
2948,2017,California,Sacramento County, State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),15,38.450016,-121.340441
2949,2017,California,Sacramento County, State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,9,38.450016,-121.340441
2950,2017,California,Sacramento County, State Licensed Casino,Transaction(s) Below CTR Threshold,10,38.450016,-121.340441
2951,2018,California,Sacramento County, Card Club,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,87,38.450016,-121.340441
2952,2018,California,Sacramento County, Card Club,Alters or Cancels Transaction to Avoid CTR Requirement,88,38.450016,-121.340441
2953,2018,California,Sacramento County, Card Club,Credit/Debit Card,2,38.450016,-121.340441
2954,2018,California,Sacramento County, Card Club,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,13,38.450016,-121.340441
2955,2018,California,Sacramento County, Card Club,Exchanges Small Bills for Large Bills or Vice Versa,12,38.450016,-121.340441
2956,2018,California,Sacramento County, Card Club,Minimal Gaming with Large Transactions,20,38.450016,-121.340441
2957,2018,California,Sacramento County, Card Club,Multiple Individuals with Same or Similar Identities,1,38.450016,-121.340441
2958,2018,California,Sacramento County, Card Club,Other Casinos,26,38.450016,-121.340441
2959,2018,California,Sacramento County, Card Club,Other Identification Documentation,2,38.450016,-121.340441
2960,2018,California,Sacramento County, Card Club,Other Other Suspicious Activities,6,38.450016,-121.340441
2961,2018,California,Sacramento County, Card Club,Other Structuring,14,38.450016,-121.340441
2962,2018,California,Sacramento County, Card Club,Provided Questionable or False Documentation,7,38.450016,-121.340441
2963,2018,California,Sacramento County, Card Club,Refused or Avoided Request for Documentation,63,38.450016,-121.340441
2964,2018,California,Sacramento County, Card Club,Suspicion Concerning the Physical Condition of Funds,1,38.450016,-121.340441
2965,2018,California,Sacramento County, Card Club,Suspicious Exchange of Currencies,1,38.450016,-121.340441
2966,2018,California,Sacramento County, Card Club,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,3,38.450016,-121.340441
2967,2018,California,Sacramento County, Card Club,Transaction(s) Below BSA Recordkeeping Threshold,43,38.450016,-121.340441
2968,2018,California,Sacramento County, Card Club,Transaction(s) Below CTR Threshold,48,38.450016,-121.340441
2969,2018,California,Sacramento County, Card Club,Two or More Individuals Working Together,32,38.450016,-121.340441
2970,2018,California,Sacramento County, State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,7,38.450016,-121.340441
2971,2018,California,Sacramento County, State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,2,38.450016,-121.340441
2972,2018,California,Sacramento County, State Licensed Casino,Minimal Gaming with Large Transactions,3,38.450016,-121.340441
2973,2018,California,Sacramento County, State Licensed Casino,Other Casinos,5,38.450016,-121.340441
2974,2018,California,Sacramento County, State Licensed Casino,Other Structuring,2,38.450016,-121.340441
2975,2018,California,Sacramento County, State Licensed Casino,Refused or Avoided Request for Documentation,32,38.450016,-121.340441
2976,2018,California,Sacramento County, State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),2,38.450016,-121.340441
2977,2018,California,Sacramento County, State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,24,38.450016,-121.340441
2978,2018,California,Sacramento County, State Licensed Casino,Transaction(s) Below CTR Threshold,24,38.450016,-121.340441
2979,2018,California,Sacramento County, Tribal Authorized Casino,Other Fraud (Type),2,38.450016,-121.340441
2980,2018,California,Sacramento County, Tribal Authorized Casino,Transaction(s) Below BSA Recordkeeping Threshold,1,38.450016,-121.340441
2981,2018,California,Sacramento County, Tribal Authorized Casino,Transaction(s) Below CTR Threshold,1,38.450016,-121.340441
2982,2018,California,Sacramento County, Tribal Authorized Casino,Wire,2,38.450016,-121.340441
2983,2019,California,Sacramento County, Card Club,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,110,38.450016,-121.340441
2984,2019,California,Sacramento County, Card Club,Alters or Cancels Transaction to Avoid CTR Requirement,111,38.450016,-121.340441
2985,2019,California,Sacramento County, Card Club,Check,1,38.450016,-121.340441
2986,2019,California,Sacramento County, Card Club,Chip Walking,47,38.450016,-121.340441
2987,2019,California,Sacramento County, Card Club,Counterfeit Instrument,1,38.450016,-121.340441
2988,2019,California,Sacramento County, Card Club,Exchanges Small Bills for Large Bills or Vice Versa,28,38.450016,-121.340441
2989,2019,California,Sacramento County, Card Club,Forgeries,1,38.450016,-121.340441
2990,2019,California,Sacramento County, Card Club,Minimal Gaming with Large Transactions,29,38.450016,-121.340441
2991,2019,California,Sacramento County, Card Club,Other Gaming Activites,3,38.450016,-121.340441
2992,2019,California,Sacramento County, Card Club,Other Structuring,13,38.450016,-121.340441
2993,2019,California,Sacramento County, Card Club,Provided Questionable or False Documentation,8,38.450016,-121.340441
2994,2019,California,Sacramento County, Card Club,Provided Questionable or False Identification,1,38.450016,-121.340441
2995,2019,California,Sacramento County, Card Club,Refused or Avoided Request for Documentation,48,38.450016,-121.340441
2996,2019,California,Sacramento County, Card Club,Suspicion Concerning the Source of Funds,2,38.450016,-121.340441
2997,2019,California,Sacramento County, Card Club,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,3,38.450016,-121.340441
2998,2019,California,Sacramento County, Card Club,Transaction Out of Pattern for Customer(s),1,38.450016,-121.340441
2999,2019,California,Sacramento County, Card Club,Transaction(s) Below BSA Recordkeeping Threshold,98,38.450016,-121.340441
3000,2019,California,Sacramento County, Card Club,Transaction(s) Below CTR Threshold,101,38.450016,-121.340441
3001,2019,California,Sacramento County, Card Club,Two or More Individuals Working Together,48,38.450016,-121.340441
3002,2019,California,Sacramento County, Card Club,Unknown Source of Chips,14,38.450016,-121.340441
3003,2019,California,Sacramento County, State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,2,38.450016,-121.340441
3004,2019,California,Sacramento County, State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,2,38.450016,-121.340441
3005,2019,California,Sacramento County, State Licensed Casino,Chip Walking,3,38.450016,-121.340441
3006,2019,California,Sacramento County, State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,1,38.450016,-121.340441
3007,2019,California,Sacramento County, State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,1,38.450016,-121.340441
3008,2019,California,Sacramento County, State Licensed Casino,Identity Theft,1,38.450016,-121.340441
